Mod:Item:MetaData, Localized Name
mcheli:mq-9, MQ-9 Reaper
mcheli:zodiac, Zodiac Boat
mcheli:f-15e, F-15E Strike Eagle
mcheli:f-35c, F-35C Lightning II
mcheli:f-35a, F-35A Lightning II
mcheli:harrier_en, BAe Harrier II
mcheli:f-35b, F-35B Lightning II
mcheli:su37, Su-37 Terminator
mcheli:us-2, US-2
mcheli:tornado-gr4, Panavia Tornado GR.4
mcheli:macchi_m33, Macchi M33
mcheli:kv-2, KV-2 Gigant
mcheli:m1129, M1129 Self-Propelled Mortar
mcheli:t-90, T-90 MBT
mcheli:m1a2, M1A2 Abrams
mcheli:kurganets25, Kurganets-25 IFV
mcheli:mxtmv, MXT-MV Husky TSV
mcheli:m26, M26
mcheli:t84, T-84 OplotM
mcheli:centauro, B1 centauro
mcheli:growler, Growler ITV
mcheli:bnr32, bnr32
mcheli:merkava_mk4, MerkavaMk4
mcheli:12.7s, 12.7cmAACanon shield
mcheli:46, 46cmCanon
mcheli:oto127mm, Oto Melara 127 mm gun
mcheli:mim-23, MIM-23 HAWK
mcheli:s-75, S-75 SAM
mcheli:vads, VADS
mcheli:mk32, Mk.32 Torpedo tube
mcheli:25mmaamg, 25mmMachineGun
mcheli:type93_launcher, Type 93 torpedo
mcheli:mk15, Mk.15 Phalanx
mcheli:oto76mm, Oto Melara 76 mm gun
mcheli:bofors40mml60, bofors 40 mm/l60
mcheli:searam, Mk.15 mod.31 SeaRAM
mcheli:sea_sparrow, Mk29 Missile Launcher
mcheli:ammo_box, AmmoBox
mcheli:krupp_c_34, Krupp C/34 40.6cm Coastal-Artillery
mcheli:15.5, 15.5cmCanon
mcheli:12.7, 12.7cmAACanon
mcheli:drafting_table, Drafting Table
mwc:copper_ore, Copper Ore
mwc:tin_ore, Tin Ore
mwc:sulfur_ore, Sulfur Ore
mwc:lead_ore, Lead Ore
mwc:graphite_ore, Graphite Ore
mwc:copper_ingot, Copper Ingot
mwc:tin_ingot, Tin Ingot
mwc:lead_ingot, Lead Ingot
mwc:sulfur_dust, Sulfur Dust
mwc:steel_dust, Steel Dust
mwc:graphite_chunk, Graphite Chunk
mwc:gunmetal_composite, Gunmetal Composite
mwc:carbon_fiber, Kevlar
mwc:synthetic_polymer_composite, Nylon
mwc:synthetic_plastic, Plastic Plate
mwc:steel_ingot, Steel Ingot
mwc:gunmetal_ingot, Gunmetal Ingot
mwc:gunmetal_plate, Gunmetal Plate
mwc:carbon_composite, Carbon Composite
mwc:vest_render, item.vest_render.name
morefurnaces:upgrade:0, Furnace Upgrade: Stone To Iron
morefurnaces:upgrade:1, Furnace Upgrade: Stone To Netherrack
morefurnaces:upgrade:2, Furnace Upgrade: Iron To Gold
morefurnaces:upgrade:3, Furnace Upgrade: Iron To Obsidian
morefurnaces:upgrade:4, Furnace Upgrade: Gold To Diamond
morefurnaces:upgrade:5, Furnace Upgrade: Copper To Silver
morefurnaces:upgrade:6, Furnace Upgrade: Iron To Silver
morefurnaces:upgrade:7, Furnace Upgrade: Stone To Copper
morefurnaces:furnaceblock:0, Iron Furnace
morefurnaces:furnaceblock:1, Gold Furnace
morefurnaces:furnaceblock:2, Diamond Furnace
morefurnaces:furnaceblock:3, Obsidian Furnace
morefurnaces:furnaceblock:4, Netherrack Furnace
morefurnaces:furnaceblock:5, Copper Furnace
morefurnaces:furnaceblock:6, Silver Furnace
moreplates:hammer, Hammer
nae2:pattern_multiplier, Pattern Multi-Tool
naturescompass:naturescompass, Nature's Compass
nomilabs:nomicoin, Nomipenny [1]
nomilabs:nomicoin5, Nominickel [5]
nomilabs:nomicoin25, Nomiquarter [25]
nomilabs:nomicoin100, Nomidollar [100]
nomilabs:woodenwidget, Wooden Widget
nomilabs:woodwidgetleft, Wooden Widget Part (Left Side)
nomilabs:woodwidgetright, Wooden Widget Part (Right Side)
nomilabs:stonewidget, Stone Widget
nomilabs:stonewidgetup, Stone Widget Part (Up Side)
nomilabs:stonewidgetdown, Stone Widget Part (Down Side)
nomilabs:alloywidget, Alloy Widget
nomilabs:enderwidget, Ender Widget
nomilabs:radiationlayer, Radiation Layer
nomilabs:pressurelayer, Pressure Layer
nomilabs:cloth, Cloth
nomilabs:thermalcloth, Thermal Cloth
nomilabs:unpreparedspacehelmet, Unprepared Space Helmet
nomilabs:unpreparedspacechestpiece, Unprepared Space Chestpiece
nomilabs:unpreparedspaceleggings, Unprepared Space Leggings
nomilabs:unpreparedspaceboots, Unprepared Space Boots
nomilabs:quantumflux, Quantum Flux
nomilabs:gemsensor, Gemstone Sensor
nomilabs:warpengine, Warp Engine
nomilabs:universalnavigator, Universal Navigator
nomilabs:quantumfluxedeterniumplating,  Quantum Fluxed Eternium Heavy Plating
nomilabs:t1guidance, Basic Micro Miner Guidance System
nomilabs:t2guidance, Advanced Micro Miner Guidance System
nomilabs:t1laser, Basic Mining Laser
nomilabs:t2laser, Reinforced Mining Laser
nomilabs:t3laser, Supercharged Laser Array
nomilabs:tieroneship, Steel Plated Micro Miner [Tier One]
nomilabs:tiertwoship, Titanium Plated Micro Miner [Tier Two]
nomilabs:tierthreeship, Tungsten Carbide Plated Micro Miner [Tier Three]
nomilabs:tierfourship, Signalum Plated Micro Miner [Tier Four]
nomilabs:tierfourandhalfship, Lumium Plated Micro Mob Slayer [Tier Four and Half]
nomilabs:tierfiveship, Iridium Plated Micro Miner [Tier Five]
nomilabs:tiersixship, Enderium Plated Micro Miner [Tier Six]
nomilabs:tiersevenship, Draconium Plated Micro Dragon Hunter [Tier Seven]
nomilabs:tiereightship, Crystal Matrix Plated Micro Leviathan Slayer [Tier Eight]
nomilabs:tiereightandhalfship, Trinium Plated Micro Excavator [Tier Eight and Half]
nomilabs:tiernineship, Eternium Plated Micro Sun Eater [Tier Nine]
nomilabs:tiertenship, Neutronium Plated Micro Universe Harvester [Tier Ten]
nomilabs:tieroneship_stabilized, Stabilized Steel Plated Micro Miner [Tier One]
nomilabs:tiertwoship_stabilized, Stabilized Titanium Plated Micro Miner [Tier Two]
nomilabs:tierthreeship_stabilized, Stabilized Tungsten Carbide Plated Micro Miner [Tier Three]
nomilabs:tierfourship_stabilized, Stabilized Signalum Plated Micro Miner [Tier Four]
nomilabs:tierfourandhalfship_stabilized, Stabilized Lumium Plated Micro Mob Slayer [Tier Four and Half]
nomilabs:tierfiveship_stabilized, Stabilized Iridium Plated Micro Miner [Tier Five]
nomilabs:tiersixship_stabilized, Stabilized Enderium Plated Micro Miner [Tier Six]
nomilabs:tiersevenship_stabilized, Stabilized Draconium Plated Micro Dragon Hunter [Tier Seven]
nomilabs:tiereightship_stabilized, Stabilized Crystal Matrix Plated Micro Leviathan Slayer [Tier Eight]
nomilabs:tieroneship_stabilized_matter, Pristine Steel Microverse Matter [Tier One]
nomilabs:tiertwoship_stabilized_matter, Pristine Titanium Microverse Matter [Tier Two]
nomilabs:tierthreeship_stabilized_matter, Pristine Tungsten Microverse Matter [Tier Three]
nomilabs:tierfourship_stabilized_matter, Pristine Signalum Microverse Matter [Tier Four]
nomilabs:tierfourandhalfship_stabilized_matter, Pristine Lumium Microverse Matter [Tier Four and Half]
nomilabs:tierfiveship_stabilized_matter, Pristine Iridium Microverse Matter [Tier Five]
nomilabs:tiersixship_stabilized_matter, Pristine Enderium Microverse Matter [Tier Six]
nomilabs:tiersevenship_stabilized_matter, Pristine Draconium Microverse Matter [Tier Seven]
nomilabs:tiereightship_stabilized_matter, Pristine Crystal Microverse Matter [Tier Eight]
nomilabs:dragonlairdata, Dragon Lair Data
nomilabs:witherrealmdata, Wither Realm Data
nomilabs:impossiblerealmdata, Impossible Realm Data
nomilabs:universecreationdata, Universe Creation Data
nomilabs:stellarcreationdata, Stellar Creation Data
nomilabs:lairofthechaosguardiandata, Lair Of The Chaos Guardian Data
nomilabs:solidifiedargon, Solidified Argon
nomilabs:solidifiedchlorine, Solidified Chlorine
nomilabs:solidifiedfluorine, Solidified Fluorine
nomilabs:solidifiedhelium, Solidified Helium
nomilabs:solidifiedhydrogen, Solidified Hydrogen
nomilabs:solidifiedkrypton, Solidified Krypton
nomilabs:solidifiedmercury, Solidified Mercury
nomilabs:solidifiedneon, Solidified Neon
nomilabs:solidifiednitrogen, Solidified Nitrogen
nomilabs:solidifiedoxygen, Solidified Oxygen
nomilabs:solidifiedradon, Solidified Radon
nomilabs:solidifiedxenon, Solidified Xenon
nomilabs:stabilizedeinsteinium, Stabilized Einsteinium
nomilabs:stabilizedberkelium, Stabilized Berkelium
nomilabs:stabilizedneptunium, Stabilized Neptunium
nomilabs:stabilizedplutonium, Stabilized Plutonium
nomilabs:stabilizeduranium, Stabilized Uranium
nomilabs:stabilizedcurium, Stabilized Curium
nomilabs:stabilizedcalifornium, Stabilized Californium
nomilabs:stabilizedamericium, Stabilized Americium
nomilabs:heartofauniverse, Heart Of A Universe
nomilabs:creativeportabletankmold, Creative Quantum Tank Data
nomilabs:exoticmaterialscatalyst, Exotic Materials Catalyst
nomilabs:eternalcatalyst, Eternal Catalyst
nomilabs:ultimate_gem, Ultimate Gem
nomilabs:grainsofinnocence, Grains Of Innocence
nomilabs:radiumsalt, Radium Salt
nomilabs:moondust, Moon Dust
nomilabs:redstonearmorplate, Heavy Redstone Plate
nomilabs:carbonarmorplate, Heavy Carbon Plate
nomilabs:lapisarmorplate, Heavy Lapis Plate
nomilabs:netherstarsouth, Nether Star Tip South
nomilabs:netherstareast, Nether Star Tip East
nomilabs:netherstarwest, Nether Star Tip West
nomilabs:densehydrogen, Dense Hydrogen
nomilabs:ultradensehydrogen, Ultra Dense Hydrogen
nomilabs:magnetron, Magnetron
nomilabs:pulsatingdust, Pulsating Dust
nomilabs:pulsatingmesh, Pulsating Mesh
nomilabs:eightsmore, EightS'more OctoS'mingot
nomilabs:sixteensmore, SixteenS'more HexadecaS'mingot
nomilabs:thirtytwosmore, Half-stack-o'-S'more TriacontadyoS'mingot
nomilabs:sixtyfoursmore, Stack-o'-S'more HexecontatessaraS'mingot
nomilabs:compressedoctadiccapacitor, Compressed Octadic Capacitor
nomilabs:doublecompressedoctadiccapacitor, Double Compressed Octadic Capacitor
nomilabs:hand_framing_tool, Hand Framing Tool
nomilabs:densemagma, Dense Magma Block
nomilabs:denseoilshale, Dense Oilsands Ore
nomilabs:ultimate_power_storage, Ultimate Power Storage
nomilabs:ultimate_generator, Ultimate Generator
nomilabs:microverse_casing, Microverse Projector Casing
nomilabs:excitationcoil, Excitation Coil
nomilabs:block_dust, Dust Block
oe:guardian_spike, Guardian Spike
oe:sea_pickle, Sea Pickle
oe:turtle_egg, Turtle Egg
oe:coquina_brick_slab:0, Coquina Brick Slab
oe:palm_slab:0, Palm Slab
oe:palm_door, Palm Door
oe:blue_ice, Blue Ice
oe:coconut, Coconut
oe:conduit, Conduit
oe:coquina, Coquina
oe:coquina_brick, Coquina Brick
oe:coquina_brick_slab_double, Coquina Brick Slab
oe:coquina_brick_stairs, Coquina Brick Stairs
oe:coquina_brick_wall, Coquina Brick Wall
oe:dulse, Dulse
oe:dried_dulse_block, Dried Dulse Block
oe:blue_coral_block, Tube Coral Block
oe:pink_coral_block, Brain Coral Block
oe:purple_coral_block, Bubble Coral Block
oe:red_coral_block, Fire Coral Block
oe:yellow_coral_block, Horn Coral Block
oe:blue_coral_block_dead, Dead Tube Coral Block
oe:pink_coral_block_dead, Dead Brain Coral Block
oe:purple_coral_block_dead, Dead Bubble Coral Block
oe:red_coral_block_dead, Dead Fire Coral Block
oe:yellow_coral_block_dead, Dead Horn Coral Block
oe:blue_coral_fan, Tube Coral Fan
oe:pink_coral_fan, Brain Coral Fan
oe:purple_coral_fan, Bubble Coral Fan
oe:red_coral_fan, Fire Coral Fan
oe:yellow_coral_fan, Horn Coral Fan
oe:blue_coral_fan_dead, Dead Tube Coral Fan
oe:pink_coral_fan_dead, Dead Brain Coral Fan
oe:purple_coral_fan_dead, Dead Bubble Coral Fan
oe:red_coral_fan_dead, Dead Fire Coral Fan
oe:yellow_coral_fan_dead, Dead Horn Coral Fan
oe:blue_coral, Tube Coral
oe:pink_coral, Brain Coral
oe:purple_coral, Bubble Coral
oe:red_coral, Fire Coral
oe:yellow_coral, Horn Coral
oe:blue_coral_dead, Dead Tube Coral
oe:pink_coral_dead, Dead Brain Coral
oe:purple_coral_dead, Dead Bubble Coral
oe:red_coral_dead, Dead Fire Coral
oe:yellow_coral_dead, Dead Horn Coral
oe:kelp, Kelp
oe:kelp_mid, Kelp Stem
oe:dried_kelp_block, Dried Kelp Block
oe:palm_sapling, Palm Sapling
oe:palm_leaves, Palm Leaves
oe:palm_leaves_flowering, Flowering Palm Leaves
oe:palm_log, Palm Log
oe:palm_wood, Palm Wood
oe:palm_log_stripped, Stripped Palm Log
oe:palm_wood_stripped, Stripped Palm Wood
oe:palm_planks, Palm Planks
oe:palm_slab_double, Palm Slab
oe:palm_stairs, Palm Stairs
oe:palm_fence, Palm Fence
oe:palm_fence_gate, Palm Fence Gate
oe:seagrass, Seagrass
oe:tall_seagrass, Tall Seagrass
oe:sea_oats, Sea Oats
oe:seastar, Sea Star
oe:shell_sand, Shelly Sand
oe:tube_sponge, Tube Sponge
oe:underwater_torch, Underwater Torch
oe:turtle_helmet, Turtle Shell
oe:trident, Trident
oe:turtle_scute, Scute
oe:barnacle_shells, Barnacle Shells
oe:nautilus_shell, Nautilus Shell
oe:heart_of_the_sea, Heart of the Sea
oe:pearl, Pearl
oe:conch, Conch
oe:charm, Charm
oe:glow_ink_sac, Glow Ink Sac
oe:chlorine, Chlorine
oe:coconut_open, Cracked Coconut
oe:dried_kelp, Dried Kelp
oe:dried_dulse, Dried Dulse
oe:spawn_bucket, Bucket of 
oe:heavy_boots, Heavy Boots
openglider:hang_glider_part:0, Glider Wing (Left)
openglider:hang_glider_part:1, Glider Wing (Right)
openglider:hang_glider_part:2, Scaffolding
openglider:hang_glider_basic, Hang Glider
openglider:hang_glider_advanced, Advanced Hang Glider
snad:snad:0, Snad
snad:snad:1, Red Snad
supersoundmuffler:sound_muffler_bauble, Super Sound Muffler
supersoundmuffler:sound_muffler, Super Sound Muffler
toolbelt:belt, Tool Belt
toolbelt:pouch, Belt Pouch
torchmaster:mega_torch:0, Mega Torch
torchmaster:mega_torch:1, Unlit Mega Torch
torchmaster:terrain_lighter, Terrain Lighter
torchmaster:dread_lamp, Dread Lamp
torchmaster:feral_flare_lantern, Feral Flare Lantern
torchmaster:frozen_pearl, Frozen Pearl
dimstack:portal, Transition Portal
dimstack:dim_pipe, Interdimensional Pipe
dimstack:bedrock:0, Barrier §4Alpha
dimstack:bedrock:1, Barrier §6Beta
dimstack:bedrock:2, Barrier §eGamma
dimstack:bedrock:3, Barrier §2Delta
dimstack:bedrock:4, Barrier §3Epsilon
dimstack:bedrock:5, Barrier §1Zeta
dimstack:bedrock:6, Barrier §5Eta
dimstack:bedrock:7, Barrier §8Theta
dimstack:bedrock:8, Crystalline Bedrock
dimstack:bedrock:9, Rocky Bedrock
dimstack:bedrock:10, Aquatic Bedrock
dimstack:bedrock:11, Frozen Bedrock
dimstack:bedrock:12, Fiery Bedrock
dimstack:bedrock:13, Organic Bedrock
dimstack:bedrock:14, Magical Bedrock
dimstack:bedrock:15, Void Bedrock
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
xtones:base, Xtone Tile
xtones:lamp_flat, Flat Lamp
xtones:agon:0, Agon 1
xtones:agon:1, Agon 2
xtones:agon:2, Agon 3
xtones:agon:3, Agon 4
xtones:agon:4, Agon 5
xtones:agon:5, Agon 6
xtones:agon:6, Agon 7
xtones:agon:7, Agon 8
xtones:agon:8, Agon 9
xtones:agon:9, Agon 10
xtones:agon:10, Agon 11
xtones:agon:11, Agon 12
xtones:agon:12, Agon 13
xtones:agon:13, Agon 14
xtones:agon:14, Agon 15
xtones:agon:15, Agon 16
xtones:azur:0, Azur 1
xtones:azur:1, Azur 2
xtones:azur:2, Azur 3
xtones:azur:3, Azur 4
xtones:azur:4, Azur 5
xtones:azur:5, Azur 6
xtones:azur:6, Azur 7
xtones:azur:7, Azur 8
xtones:azur:8, Azur 9
xtones:azur:9, Azur 10
xtones:azur:10, Azur 11
xtones:azur:11, Azur 12
xtones:azur:12, Azur 13
xtones:azur:13, Azur 14
xtones:azur:14, Azur 15
xtones:azur:15, Azur 16
xtones:bitt:0, Bitt 1
xtones:bitt:1, Bitt 2
xtones:bitt:2, Bitt 3
xtones:bitt:3, Bitt 4
xtones:bitt:4, Bitt 5
xtones:bitt:5, Bitt 6
xtones:bitt:6, Bitt 7
xtones:bitt:7, Bitt 8
xtones:bitt:8, Bitt 9
xtones:bitt:9, Bitt 10
xtones:bitt:10, Bitt 11
xtones:bitt:11, Bitt 12
xtones:bitt:12, Bitt 13
xtones:bitt:13, Bitt 14
xtones:bitt:14, Bitt 15
xtones:bitt:15, Bitt 16
xtones:cray:0, Cray 1
xtones:cray:1, Cray 2
xtones:cray:2, Cray 3
xtones:cray:3, Cray 4
xtones:cray:4, Cray 5
xtones:cray:5, Cray 6
xtones:cray:6, Cray 7
xtones:cray:7, Cray 8
xtones:cray:8, Cray 9
xtones:cray:9, Cray 10
xtones:cray:10, Cray 11
xtones:cray:11, Cray 12
xtones:cray:12, Cray 13
xtones:cray:13, Cray 14
xtones:cray:14, Cray 15
xtones:cray:15, Cray 16
xtones:fort:0, Fort 1
xtones:fort:1, Fort 2
xtones:fort:2, Fort 3
xtones:fort:3, Fort 4
xtones:fort:4, Fort 5
xtones:fort:5, Fort 6
xtones:fort:6, Fort 7
xtones:fort:7, Fort 8
xtones:fort:8, Fort 9
xtones:fort:9, Fort 10
xtones:fort:10, Fort 11
xtones:fort:11, Fort 12
xtones:fort:12, Fort 13
xtones:fort:13, Fort 14
xtones:fort:14, Fort 15
xtones:fort:15, Fort 16
xtones:glaxx:0, Glaxx 1
xtones:glaxx:1, Glaxx 2
xtones:glaxx:2, Glaxx 3
xtones:glaxx:3, Glaxx 4
xtones:glaxx:4, Glaxx 5
xtones:glaxx:5, Glaxx 6
xtones:glaxx:6, Glaxx 7
xtones:glaxx:7, Glaxx 8
xtones:glaxx:8, Glaxx 9
xtones:glaxx:9, Glaxx 10
xtones:glaxx:10, Glaxx 11
xtones:glaxx:11, Glaxx 12
xtones:glaxx:12, Glaxx 13
xtones:glaxx:13, Glaxx 14
xtones:glaxx:14, Glaxx 15
xtones:glaxx:15, Glaxx 16
xtones:iszm:0, Iszm 1
xtones:iszm:1, Iszm 2
xtones:iszm:2, Iszm 3
xtones:iszm:3, Iszm 4
xtones:iszm:4, Iszm 5
xtones:iszm:5, Iszm 6
xtones:iszm:6, Iszm 7
xtones:iszm:7, Iszm 8
xtones:iszm:8, Iszm 9
xtones:iszm:9, Iszm 10
xtones:iszm:10, Iszm 11
xtones:iszm:11, Iszm 12
xtones:iszm:12, Iszm 13
xtones:iszm:13, Iszm 14
xtones:iszm:14, Iszm 15
xtones:iszm:15, Iszm 16
xtones:jelt:0, Jelt 1
xtones:jelt:1, Jelt 2
xtones:jelt:2, Jelt 3
xtones:jelt:3, Jelt 4
xtones:jelt:4, Jelt 5
xtones:jelt:5, Jelt 6
xtones:jelt:6, Jelt 7
xtones:jelt:7, Jelt 8
xtones:jelt:8, Jelt 9
xtones:jelt:9, Jelt 10
xtones:jelt:10, Jelt 11
xtones:jelt:11, Jelt 12
xtones:jelt:12, Jelt 13
xtones:jelt:13, Jelt 14
xtones:jelt:14, Jelt 15
xtones:jelt:15, Jelt 16
xtones:korp:0, Korp 1
xtones:korp:1, Korp 2
xtones:korp:2, Korp 3
xtones:korp:3, Korp 4
xtones:korp:4, Korp 5
xtones:korp:5, Korp 6
xtones:korp:6, Korp 7
xtones:korp:7, Korp 8
xtones:korp:8, Korp 9
xtones:korp:9, Korp 10
xtones:korp:10, Korp 11
xtones:korp:11, Korp 12
xtones:korp:12, Korp 13
xtones:korp:13, Korp 14
xtones:korp:14, Korp 15
xtones:korp:15, Korp 16
xtones:kryp:0, Kryp 1
xtones:kryp:1, Kryp 2
xtones:kryp:2, Kryp 3
xtones:kryp:3, Kryp 4
xtones:kryp:4, Kryp 5
xtones:kryp:5, Kryp 6
xtones:kryp:6, Kryp 7
xtones:kryp:7, Kryp 8
xtones:kryp:8, Kryp 9
xtones:kryp:9, Kryp 10
xtones:kryp:10, Kryp 11
xtones:kryp:11, Kryp 12
xtones:kryp:12, Kryp 13
xtones:kryp:13, Kryp 14
xtones:kryp:14, Kryp 15
xtones:kryp:15, Kryp 16
xtones:lair:0, Lair 1
xtones:lair:1, Lair 2
xtones:lair:2, Lair 3
xtones:lair:3, Lair 4
xtones:lair:4, Lair 5
xtones:lair:5, Lair 6
xtones:lair:6, Lair 7
xtones:lair:7, Lair 8
xtones:lair:8, Lair 9
xtones:lair:9, Lair 10
xtones:lair:10, Lair 11
xtones:lair:11, Lair 12
xtones:lair:12, Lair 13
xtones:lair:13, Lair 14
xtones:lair:14, Lair 15
xtones:lair:15, Lair 16
xtones:lave:0, Lave 1
xtones:lave:1, Lave 2
xtones:lave:2, Lave 3
xtones:lave:3, Lave 4
xtones:lave:4, Lave 5
xtones:lave:5, Lave 6
xtones:lave:6, Lave 7
xtones:lave:7, Lave 8
xtones:lave:8, Lave 9
xtones:lave:9, Lave 10
xtones:lave:10, Lave 11
xtones:lave:11, Lave 12
xtones:lave:12, Lave 13
xtones:lave:13, Lave 14
xtones:lave:14, Lave 15
xtones:lave:15, Lave 16
xtones:mint:0, Mint 1
xtones:mint:1, Mint 2
xtones:mint:2, Mint 3
xtones:mint:3, Mint 4
xtones:mint:4, Mint 5
xtones:mint:5, Mint 6
xtones:mint:6, Mint 7
xtones:mint:7, Mint 8
xtones:mint:8, Mint 9
xtones:mint:9, Mint 10
xtones:mint:10, Mint 11
xtones:mint:11, Mint 12
xtones:mint:12, Mint 13
xtones:mint:13, Mint 14
xtones:mint:14, Mint 15
xtones:mint:15, Mint 16
xtones:myst:0, Myst 1
xtones:myst:1, Myst 2
xtones:myst:2, Myst 3
xtones:myst:3, Myst 4
xtones:myst:4, Myst 5
xtones:myst:5, Myst 6
xtones:myst:6, Myst 7
xtones:myst:7, Myst 8
xtones:myst:8, Myst 9
xtones:myst:9, Myst 10
xtones:myst:10, Myst 11
xtones:myst:11, Myst 12
xtones:myst:12, Myst 13
xtones:myst:13, Myst 14
xtones:myst:14, Myst 15
xtones:myst:15, Myst 16
xtones:reds:0, Reds 1
xtones:reds:1, Reds 2
xtones:reds:2, Reds 3
xtones:reds:3, Reds 4
xtones:reds:4, Reds 5
xtones:reds:5, Reds 6
xtones:reds:6, Reds 7
xtones:reds:7, Reds 8
xtones:reds:8, Reds 9
xtones:reds:9, Reds 10
